ot_874	https://tree.opentreeoflife.org/curator/study/view/ot_874	Zuccon, Dario, Alice Cibois, Eric Pasquet, Per G.P. Ericson. 2006. Nuclear and mitochondrial sequence data reveal the major lineages of starlings, mynas and related taxa. Molecular Phylogenetics and Evolution 41 (2): 333-344	http://dx.doi.org/10.1016/j.ympev.2006.05.007	
ot_873	https://tree.opentreeoflife.org/curator/study/view/ot_873	Blechschmidt, Karin, Hans-Ulrich Peter, Jacobus De Korte, Michael Wink, Ingrid Seibold, Andreas J. Helbig. 1993. Investigations on the molecular systematics of skuas (Stercorariidae). Zool. Jb. Syst. 120: 379-387.	http://www.uni-heidelberg.de/institute/fak14/ipmb/phazb/pubwink/1993/1.%201993.pdf	
ot_872	https://tree.opentreeoflife.org/curator/study/view/ot_872	Bertelli, Sara, Norberto P. Giannini. 2005. A phylogeny of extant penguins (Aves: Sphenisciformes) combining morphology and mitochondrial sequences. Cladistics 21 (3): 209-239	http://dx.doi.org/10.1111/j.1096-0031.2005.00065.x	
ot_871	https://tree.opentreeoflife.org/curator/study/view/ot_871	Birt, T. P., V. L. Friesen, J. M. Green, W. A. Montevecchi, W. S. Davidson. 1992. Cytochrome-b sequence variation among parrots. Hereditas 117 (1): 67-72	http://dx.doi.org/10.1111/j.1601-5223.1992.tb00009.x	
ot_870	https://tree.opentreeoflife.org/curator/study/view/ot_870	JULIE FEINSTEIN, XIAOJUN YANG, SHOU-HSIEN LI, 2007, 'Molecular systematics and historical biogeography of the Black-browed Barbet species complex (Megalaima oorti)', Ibis, vol. 150, no. 1, pp. 40-49	http://dx.doi.org/10.1111/j.1474-919x.2007.00732.x	
ot_879	https://tree.opentreeoflife.org/curator/study/view/ot_879	Zink, Robert M., Donna L. Dittmann. 1993. Population structure and gene flow in the chipping sparrow and a hypothesis for evolution in the genus Spizella. The Wilson Bulletin 105 (3): 399-413	http://www.jstor.org/stable/4163315	
ot_878	https://tree.opentreeoflife.org/curator/study/view/ot_878	Zink, Robert M., Donna L. Dittmann. 1991. Evolution of brown towhees: mitochondrial DNA evidence. The Condor 93 (1): 98-105	http://www.jstor.org/stable/1368611	
pg_1217	https://tree.opentreeoflife.org/curator/study/view/pg_1217	Delsuc, Frédéric, Georgia Tsagkogeorga, Nicolas Lartillot, andHervé Philippe. 2008. Additional molecular	support for the new chordate phylogeny. Genesis 46 (11): 592-604.	http://dx.doi.org/10.1002/dvg.20450	
ot_129	https://tree.opentreeoflife.org/curator/study/view/ot_129	Njabo, Kevin Y, Michael D Sorenson. 2009. Origin of Bannerman's Turaco Tauraco bannermani in relation to historical climate change and the distribution of West African montane forests. Ostrich 80 (1): 1-7.	http://dx.doi.org/10.2989/ostrich.2009.80.1.1.759	
ot_121	https://tree.opentreeoflife.org/curator/study/view/ot_121	Payne, Robert B. The cuckoos. Vol. 15. Oxford University Press, 2005. 	ISBN-13: 978-0198502135 ISBN-10: 0198502133	http://ukcatalogue.oup.com/product/9780198502135.do	
ot_289	https://tree.opentreeoflife.org/curator/study/view/ot_289	Dos Remedios, Natalie, Patricia L.M. Lee, Terry Burke, Tamás Székely, Clemens Küpper. 2015. North or south? Phylogenetic and biogeographic origins of a globally distributed avian clade. Molecular Phylogenetics and Evolution 89:151-159.	http://dx.doi.org/10.1016/j.ympev.2015.04.010	
ot_123	https://tree.opentreeoflife.org/curator/study/view/ot_123	Dumbacher, J., Pratt, T.K., Fleischer, R.C. 2003. Phylogeny of the owlet-nightjars (Aves: Aegothelidae) based on mitochondrial DNA sequence. Molecular Phylogenetics and Evolution 29 (3): 540-549.	http://dx.doi.org/10.1016/s1055-7903(03)00135-0	
pg_1764	https://tree.opentreeoflife.org/curator/study/view/pg_1764	Kennedy, M.,  S.A. Taylor, P. Nádvorník, H. Spencer. 2013. The phylogenetic relationships of the extant pelicans inferred from DNA sequence data. Molecular Phylogenetics and Evolution 66 (1): 215-222.	http://dx.doi.org/10.1016/j.ympev.2012.09.034	
ot_125	https://tree.opentreeoflife.org/curator/study/view/ot_125	Ribas, C. C., A. Aleixo, A. C. R. Nogueira, C. Y. Miyaki, J. Cracraft, 2011. A palaeobiogeographic model for biotic diversification within Amazonia over the past three million years. Proceedings of the Royal Society B: Biological Sciences 279 (1729): 681-689.	http://dx.doi.org/10.1098/rspb.2011.1120	
ot_124	https://tree.opentreeoflife.org/curator/study/view/ot_124	Pitra, Christian, Dietmar Lieckfeldt, Sylke Frahnert, Joerns Fickel. 2002. Phylogenetic relationships and ancestral areas of the bustards (Gruiformes: Otididae), inferred from mitochondrial DNA and nuclear intron sequences. Molecular Phylogenetics and Evolution 23 (1): 63-74.	http://dx.doi.org/10.1006/mpev.2001.1078	
ot_126	https://tree.opentreeoflife.org/curator/study/view/ot_126	Krajewski, Carey, Justin T. Sipiorski, Frank E. Anderson. 2010. Complete mitochondrial genome sequences and the phylogeny of cranes (Gruiformes: Gruidae). The Auk 127 (2): 440-452.	http://dx.doi.org/10.1525/auk.2009.09045	
ot_498	https://tree.opentreeoflife.org/curator/study/view/ot_498	Brusatte, Stephen L., Graeme T. Lloyd, Steve C. Wang, Mark A. Norell. 2014. Gradual assembly of avian body plan culminated in rapid rates of evolution across the dinosaur-bird transition. Current Biology 24 (20): 2386-2392	http://dx.doi.org/10.1016/j.cub.2014.08.034	
pg_305	https://tree.opentreeoflife.org/curator/study/view/pg_305	Parfrey, L.W., Grant J.R., Tekle Y.I., Lasek-nesselquist E., Patterson D.J., Morrison H.G., Sogin M., and Katz L.A. 2010. Broadly sampled multigene analyses yield a well-resolved eukaryotic tree of life. Systematic Biology 59 (5): 518-33.	http://dx.doi.org/10.1093/sysbio/syq037	
pg_2913	https://tree.opentreeoflife.org/curator/study/view/pg_2913	Price, Trevor D., Daniel M. Hooper, Caitlyn D. Buchanan, Ulf S. Johansson, D. Thomas Tietze, Per Alström, Urban Olsson, Mousumi Ghosh-Harihar, Farah Ishtiaq, Sandeep K. Gupta, Jochen Martens, Bettina Harr, Pratap Singh, Dhananjai Mohan. 2014. Niche filling slows the diversification of Himalayan songbirds. Nature 509: 222-225.	http://dx.doi.org/10.1038/nature13272	
ot_1968	https://tree.opentreeoflife.org/curator/study/view/ot_1968	Provost, K. L., Joseph, L., & Smith, B. T. (2018). Resolving a phylogenetic hypothesis for parrots: implications from systematics to conservation. Emu - Austral Ornithology, 118(1), 7–21. doi:10.1080/01584197.2017.1387030		http://dx.doi.org/10.1080/01584197.2017.1387030	
ot_1844	https://tree.opentreeoflife.org/curator/study/view/ot_1844	Martin Stervander, Peter G. Ryan, Martim Melo, Bengt Hansson, 2019, 'The origin of the world’s smallest flightless bird, the Inaccessible Island Rail Atlantisia rogersi (Aves: Rallidae)', Molecular Phylogenetics and Evolution, vol. 130, pp. 92-98	http://dx.doi.org/10.1016/j.ympev.2018.10.007	
ot_753	https://tree.opentreeoflife.org/curator/study/view/ot_753	Wang, Ning, Rebecca T. Kimball, Edward L. Braun, Bin Liang, Zhengwang Zhang. 2016. Ancestral range reconstruction of Galliformes: the effects of topology and taxon sampling. Journal of Biogeography	http://dx.doi.org/10.1111/jbi.12782	
ot_757	https://tree.opentreeoflife.org/curator/study/view/ot_757	Ericson, Per GP, Seraina Klopfstein, Martin Irestedt, Jacqueline MT Nguyen and Johan AA Nylander. 2014. Dating the diversification of the major lineages of Passeriformes (Aves). BMC Evolutionary Biology, 14(8).	http://dx.doi.org/10.1186/1471-2148-14-8	
pg_1887	https://tree.opentreeoflife.org/curator/study/view/pg_1887	Lerner, H., M. Klaver, D. Mindell. 2008. Molecular phylogenetics of the Buteonine birds of prey (Accipitridae). The Auk 125 (2): 304-315.	http://dx.doi.org/10.1525/auk.2008.06161	
pg_1966	https://tree.opentreeoflife.org/curator/study/view/pg_1966	Lee, J.Y., Joseph L., & Edwards S. 2011. A species tree for the Australo-Papuan fairy-wrens and allies (Aves: Maluridae). Systematic Biology 61 (2): 253-271.	http://dx.doi.org/10.1093/sysbio/syr101	
ot_1286	https://tree.opentreeoflife.org/curator/study/view/ot_1286	Brian Tilston Smith, Robert W. Bryson, William M. Mauck, Jaime Chaves, Mark B. Robbins, Alexandre Aleixo, John Klicka, 2018, 'Species delimitation and biogeography of the gnatcatchers and gnatwrens (Aves: Polioptilidae)', Molecular Phylogenetics and Evolution, vol. 126, pp. 45-57	http://dx.doi.org/10.1016/j.ympev.2018.03.012	
ot_1366	https://tree.opentreeoflife.org/curator/study/view/ot_1366	Mark S. Springer, Christopher A. Emerling, Robert W. Meredith, Jan E. Janečka, Eduardo Eizirik, William J. Murphy, 2017, 'Waking the undead: Implications of a soft explosive model for the timing of placental mammal diversification', Molecular Phylogenetics and Evolution, vol. 106, pp. 86-102	http://dx.doi.org/10.1016/j.ympev.2016.09.017	
pg_2860	https://tree.opentreeoflife.org/curator/study/view/pg_2860	Fulton, T. L., B. Letts, B. Shapiro. 2012. Multiple losses of flight and recent speciation in steamer ducks. Proceedings of the Royal Society B: Biological Sciences 279 (1737): 2339-2346.	http://dx.doi.org/10.1098/rspb.2011.2599	
pg_2865	https://tree.opentreeoflife.org/curator/study/view/pg_2865	García-Deras, Gabriela M., Nandadevi Cortés-Rodríguez, Magali Honey, Adolfo G. Navarro-sigüenza, Jaime García-Moreno, Blanca E. Hernández-Baños. 2008. Phylogenetic relationships within the genus Cynanthus (Aves: Trochilidae), with emphasis on C. doubledayi. Zootaxa 1742: 61-68.	http://www.mapress.com/zootaxa/2008/f/zt01742p068.pdf	
pg_2864	https://tree.opentreeoflife.org/curator/study/view/pg_2864	Chesser, R. Terry, Carol K. L. Yeung, Cheng-Te Yao, Xiu-Hua Tian, Shou-Hsien Li. 2010. Molecular phylogeny of the spoonbills (Aves: Threskiornithidae) based on mitochondrial DNA. Zootaxa 2603: 53-60.	http://www.mapress.com/zootaxa/2010/f/z02603p060f.pdf	
pg_2866	https://tree.opentreeoflife.org/curator/study/view/pg_2866	Gonzalez, J., H. Düttmann, M. Wink. 2009. Phylogenetic relationships based on two mitochondrial genes and hybridization patterns in Anatidae. Journal of Zoology 279 (3): 310-318.	http://dx.doi.org/10.1111/j.1469-7998.2009.00622.x	
pg_2869	https://tree.opentreeoflife.org/curator/study/view/pg_2869	Gonzalez, Juan-Carlos T., Ben C. Sheldon, Nigel J. Collar, Joseph A. Tobias. 2013. A comprehensive molecular phylogeny for the hornbills (Aves: Bucerotidae). Molecular Phylogenetics and Evolution 67 (2): 468-483.	http://dx.doi.org/10.1016/j.ympev.2013.02.012	
pg_2868	https://tree.opentreeoflife.org/curator/study/view/pg_2868	Pick, K. S., H. Philippe, F. Schreiber, D. Erpenbeck, D. J. Jackson, P. Wrede, M. Wiens, A. Alie, B. Morgenstern, M. Manuel, G. Worheide. 2010. Improved phylogenomic taxon sampling noticeably affects nonbilaterian relationships. Molecular Biology and Evolution 27 (9): 1983-1987.	http://dx.doi.org/10.1093/molbev/msq089	
ot_409	https://tree.opentreeoflife.org/curator/study/view/ot_409	Hedges, S. Blair, Julie Marin, Michael Suleski, Madeline Paymer, Sudhir Kumar. 2015. Tree of life reveals clock-like speciation and diversification. Molecular Biology and Evolution 32 (4): 835-845	http://dx.doi.org/10.1093/molbev/msv037	
pg_1586	https://tree.opentreeoflife.org/curator/study/view/pg_1586	Moyle, R.G., Andersen M.J., Oliveros C., Steinheimer F.D., and Reddy S. 2012. Phylogeny and biogeography of the core babblers (Aves: Timaliidae). Systematic Biology 61 (4): 631-651.	http://dx.doi.org/10.1093/sysbio/sys027	
ot_1214	https://tree.opentreeoflife.org/curator/study/view/ot_1214	Andersen, Michael J., Jenna M. McCullough, William M. Mauck, Brian Tilston Smith, Robert G. Moyle. 2017. A phylogeny of kingfishers reveals an Indomalayan origin and elevated rates of diversification on oceanic islands. Journal of Biogeography	http://dx.doi.org/10.1111/jbi.13139	
ot_839	https://tree.opentreeoflife.org/curator/study/view/ot_839	T. Yuri, R. T. Kimball, E. L. Braun, M. J. Braun, 2008, 'Duplication of Accelerated Evolution and Growth Hormone Gene in Passerine Birds', Molecular Biology and Evolution, vol. 25, no. 2, pp. 352-361	http://dx.doi.org/10.1093/molbev/msm260	
ot_838	https://tree.opentreeoflife.org/curator/study/view/ot_838	ROBERT G. MOYLE, 2005, 'Phylogeny and biogeographical history of Trogoniformes, a pantropical bird order', Biological Journal of the Linnean Society, vol. 84, no. 4, pp. 725-738	http://dx.doi.org/10.1111/j.1095-8312.2005.00435.x	
ot_832	https://tree.opentreeoflife.org/curator/study/view/ot_832	Robert G. Moyle, Ben D. Marks, 2006, 'Phylogenetic relationships of the bulbuls (Aves: Pycnonotidae) based on mitochondrial and nuclear DNA sequence data', Molecular Phylogenetics and Evolution, vol. 40, no. 3, pp. 687-695	http://dx.doi.org/10.1016/j.ympev.2006.04.015	
ot_831	https://tree.opentreeoflife.org/curator/study/view/ot_831	ROBERT G. MOYLE, R TERRY CHESSER, RICHARD O. PRUM, PETER SCHIKLER, JOEL CRACRAFT, 2006, 'Phylogeny and Evolutionary History of Old World Suboscine Birds (Aves: Eurylaimides)', American Museum Novitates, vol. 3544, no. 1, p. 1	http://dx.doi.org/10.1206/0003-0082(2006)3544[1:paehoo]2.0.co;2	
ot_830	https://tree.opentreeoflife.org/curator/study/view/ot_830	Sérgio L. Pereira, Anita Wajntal, 2008, 'The historical biogeography of Pteroglossus aracaris (Aves, Piciformes, Ramphastidae) based on Bayesian analysis of mitochondrial DNA sequences', Genetics and Molecular Biology, vol. 31, no. 4, pp. 964-973	http://dx.doi.org/10.1590/s1415-47572008005000021	
ot_521	https://tree.opentreeoflife.org/curator/study/view/ot_521	Burleigh, J. Gordon, Rebecca T. Kimball, Edward L. Braun. 2015. Building the avian tree of life using a large-scale, sparse supermatrix. Molecular Phylogenetics and Evolution 84: 53-63	http://dx.doi.org/10.1016/j.ympev.2014.12.003	
ot_520	https://tree.opentreeoflife.org/curator/study/view/ot_520	Jønsson, Knud Andreas, Pierre-Henri Fabre, Jonathan D. Kennedy, Ben G. Holt, Michael K. Borregaard, Carsten Rahbek, Jon Fjeldså. 2016. A supermatrix phylogeny of corvoid passerine birds (Aves: Corvides). Molecular Phylogenetics and Evolution 94: 87-94.	http://dx.doi.org/10.1016/j.ympev.2015.08.020	
ot_835	https://tree.opentreeoflife.org/curator/study/view/ot_835	Robert G. Moyle, Jérôme Fuchs, Eric Pasquet, Ben D. Marks, 2007, 'Feeding behavior, toe count, and the phylogenetic relationships among alcedinine kingfishers (Alcedininae)', Journal of Avian Biology, vol. 38, no. 3, pp. 317-326	http://dx.doi.org/10.1111/j.2007.0908-8857.03921.x	
ot_834	https://tree.opentreeoflife.org/curator/study/view/ot_834	Robert G. Moyle, Beth Slikas, Linda A. Whittingham, David W. Winkler, Frederick H. Sheldon, 2008, 'DNA Sequence assessment of phylogenetic relationships among New World martins (Hirundinidae: Progne)', The Wilson Journal of Ornithology, vol. 120, no. 4, pp. 683-691	http://dx.doi.org/10.1676/07-131.1	
ot_1449	https://tree.opentreeoflife.org/curator/study/view/ot_1449	Shu-an J., Atterholt J., O'connor J.K., Lamanna M.C., Harris J.D., Da-qing L., Hai-lu Y., & Dodson P. 2011. A new, three-dimensionally preserved enantiornithine bird (Aves: Ornithothoraces) from Gansu Province, north-western China. Zoological Journal of the Linnean Society, 162(1): 201-219.	http://dx.doi.org/10.1111/j.1096-3642.2010.00671.x	
ot_1789	https://tree.opentreeoflife.org/curator/study/view/ot_1789	Phillips A.G., Töpfer T., Boehning-gaese K., & Fritz S.A. 2018. Evidence for distinct evolutionary optima in the morphology of migratory and resident birds. Journal of Avian Biology, e01807: 1-12.	http://dx.doi.org/10.1111/jav.01807	
ot_1543	https://tree.opentreeoflife.org/curator/study/view/ot_1543	Nicholas W. Persons, Peter A. Hosner, Kelly A. Meiklejohn, Edward L. Braun, Rebecca T. Kimball, 2016, 'Sorting out relationships among the grouse and ptarmigan using intron, mitochondrial, and ultra-conserved element sequences', Molecular Phylogenetics and Evolution, vol. 98, pp. 123-132	http://dx.doi.org/10.1016/j.ympev.2016.02.003	
ot_1662	https://tree.opentreeoflife.org/curator/study/view/ot_1662	Noor D. White, Charles Mitter, Michael J. Braun, 2017, 'Ultraconserved elements resolve the phylogeny of potoos (Aves: Nyctibiidae)', Journal of Avian Biology, vol. 48, no. 6, pp. 872-880	http://dx.doi.org/10.1111/jav.01313	
pg_2125	https://tree.opentreeoflife.org/curator/study/view/pg_2125	Hughes, Joseph, Martyn Kennedy, Kevin P. Johnson, Ricardo L. Palma, Roderic D. M. Page. 2007. Multiple cophylogenetic analyses reveal frequent cospeciation between pelecaniform birds and pectinopygus lice. Systematic Biology 56 (2): 1-20.	http://dx.doi.org/10.1080/10635150701311370	
ot_824	https://tree.opentreeoflife.org/curator/study/view/ot_824	Sushma Reddy, 2008, 'Systematics and biogeography of the shrike-babblers (Pteruthius): Species limits, molecular phylogenetics, and diversification patterns across southern Asia', Molecular Phylogenetics and Evolution, vol. 47, no. 1, pp. 54-72	http://dx.doi.org/10.1016/j.ympev.2008.01.014	
ot_592	https://tree.opentreeoflife.org/curator/study/view/ot_592	Aurelie Moya, Kazuhiro Sakamaki, Benjamin M. Mason, Lotte Huisman, Sylvain Forêt, Yvonne Weiss, Tara E. Bull, Kentaro Tomii, Kenichiro Imai, David C. Hayward, Eldon E. Ball, David J. Miller, 2016, 'Functional conservation of the apoptotic machinery from coral to man: the diverse and complex Bcl-2 and caspase repertoires of Acropora millepora', BMC Genomics, vol. 17, no. 1	http://dx.doi.org/10.1186/s12864-015-2355-x	
ot_848	https://tree.opentreeoflife.org/curator/study/view/ot_848	Irby J. Lovette, Brynn V. McCleery, Amanda L. Talaba, Dustin R. Rubenstein, 2008, 'A complete species-level molecular phylogeny for the “Eurasian” starlings (Sturnidae: Sturnus, Acridotheres, and allies): Recent diversification in a highly social and dispersive avian group', Molecular Phylogenetics and Evolution, vol. 47, no. 1, pp. 251-260	http://dx.doi.org/10.1016/j.ympev.2008.01.020	
ot_846	https://tree.opentreeoflife.org/curator/study/view/ot_846	MARTIM MELO, JÉRÔME FUCHS, 2008, 'Phylogenetic relationships of the Gulf of Guinea Alcedo kingfishers', Ibis, vol. 150, no. 3, pp. 633-639	http://dx.doi.org/10.1111/j.1474-919x.2008.00826.x	
ot_847	https://tree.opentreeoflife.org/curator/study/view/ot_847	A. Manegold, 2008, 'Composition and phylogenetic affinities of vangas (Vangidae, Oscines, Passeriformes) based on morphological characters', Journal of Zoological Systematics and Evolutionary Research, vol. 46, no. 3, pp. 267-277	http://dx.doi.org/10.1111/j.1439-0469.2008.00458.x	
ot_844	https://tree.opentreeoflife.org/curator/study/view/ot_844	Nunn, Gary B., John Cooper, Pierre Jouventin, Chris J. R. Robertson, Graham G. Robertson.1996. Evolutionary relationships among extant albatrosses (Procellariiformes: Diomedeidae) established from complete cytochrome-b gene sequences. The Auk 113 (4): 784-801	http://www.jstor.org/stable/4088857	
ot_845	https://tree.opentreeoflife.org/curator/study/view/ot_845	ALEXIS F. L. A. POWELL, F. KEITH BARKER, SCOTT M. LANYON, 2008, ' A COMPLETE SPECIES-LEVEL PHYLOGENY OF THE GRACKLES ( QUISCALUS SPP.), INCLUDING THE EXTINCT SLENDER-BILLED GRACKLE, INFERRED FROM MITOCHONDRIAL DNA ', The Condor, vol. 110, no. 4, pp. 718-728	http://dx.doi.org/10.1525/cond.2008.8633	
ot_842	https://tree.opentreeoflife.org/curator/study/view/ot_842	Simone Treplin, Ralph Tiedemann, 2007, 'Specific chicken repeat 1 (CR1) retrotransposon insertion suggests phylogenetic affinity of rockfowls (genus Picathartes) to crows and ravens (Corvidae)', Molecular Phylogenetics and Evolution, vol. 43, no. 1, pp. 328-337	http://dx.doi.org/10.1016/j.ympev.2006.10.020	
ot_843	https://tree.opentreeoflife.org/curator/study/view/ot_843	Rheindt, Frank E., Janette A. Norman, Les Christidis. 2008. Phylogenetic relationships of tyrant-flycatchers (Aves: Tyrannidae), with an emphasis on the elaeniine assemblage. Molecular Phylogenetics and Evolution 46 (1): 88-101	http://dx.doi.org/10.1016/j.ympev.2007.09.011	
ot_840	https://tree.opentreeoflife.org/curator/study/view/ot_840	Tamaki Yuri, David P Mindell, 2002, 'Molecular phylogenetic analysis of Fringillidae, “New World nine-primaried oscines” (Aves: Passeriformes)', Molecular Phylogenetics and Evolution, vol. 23, no. 2, pp. 229-243	http://dx.doi.org/10.1016/s1055-7903(02)00012-x	
ot_841	https://tree.opentreeoflife.org/curator/study/view/ot_841	Simone Treplin, Romy Siegert, Christoph Bleidorn, Hazell Shokellu Thompson, Roger Fotso, Ralph Tiedemann, 2008, 'Molecular phylogeny of songbirds (Aves: Passeriformes) and the relative utility of common nuclear marker loci', Cladistics, vol. 24, no. 3, pp. 328-349	http://dx.doi.org/10.1111/j.1096-0031.2007.00178.x	
pg_2890	https://tree.opentreeoflife.org/curator/study/view/pg_2890	Rice, Nathan H. 2005. Phylogenetic relationships of antpitta genera (Passeriformes: Formicariidae). The Auk 122 (2): 673-683.	http://dx.doi.org/10.1642/0004-8038(2005)122[0673:proagp]2.0.co;2	
ot_532	https://tree.opentreeoflife.org/curator/study/view/ot_532	Gibb, Gillian C., Ryan England, Gerrit Hartig, P.A. (Trish) McLenachan, Briar L. Taylor Smith, Bennet J. McComish, Alan Cooper, David Penny. 2015. New Zealand passerines help clarify the diversification of major songbird lineages during the Oligocene. Genome Biology and Evolution 7 (11): 2983-2995.	http://dx.doi.org/10.1093/gbe/evv196	
ot_821	https://tree.opentreeoflife.org/curator/study/view/ot_821	NIKITA V. ZELENKOV, GARETH J. DYKE, 2008, 'THE FOSSIL RECORD AND EVOLUTION OF MOUSEBIRDS (AVES: COLIIFORMES)', Palaeontology, vol. 51, no. 6, pp. 1403-1418	http://dx.doi.org/10.1111/j.1475-4983.2008.00814.x	
ot_798	https://tree.opentreeoflife.org/curator/study/view/ot_798	Gregory T. W. McClelland, Andrew E. McKechnie, Steven L. Chown, 2016, ' Basal Metabolic Rate of the Black-Faced Sheathbill ( Chionis minor ): Intraspecific Variation in a Phylogenetically Distinct Island Endemic ', Physiological and Biochemical Zoology, vol. 89, no. 2, pp. 141-150	http://dx.doi.org/10.1086/685411	
ot_794	https://tree.opentreeoflife.org/curator/study/view/ot_794	Fuchs, Jérôme, Jan I. Ohlson, Per G. P. Ericson, Eric Pasquet. 2007. Synchronous intercontinental splits between assemblages of woodpeckers suggested by molecular data. Zoologica Scripta 36 (1): 11-25	http://dx.doi.org/10.1111/j.1463-6409.2006.00267.x	
ot_823	https://tree.opentreeoflife.org/curator/study/view/ot_823	EDWIN SCHOLES III, 2008, 'Evolution of the courtship phenotype in the bird of paradise genus Parotia (Aves: Paradisaeidae): homology, phylogeny, and modularity', Biological Journal of the Linnean Society, vol. 94, no. 3, pp. 491-504	http://dx.doi.org/10.1111/j.1095-8312.2008.01012.x	
ot_792	https://tree.opentreeoflife.org/curator/study/view/ot_792	Yaoyao Cui, Chaochao Yan, Tianlin Sun, Jing Li, Bisong Yue, Xiuyue Zhang, Jing Li, 2016, 'Identification of CR1 retroposons inArborophila rufipectusand their application to Phasianidae phylogeny', Molecular Ecology Resources, vol. 16, no. 4, pp. 1037-1049	http://dx.doi.org/10.1111/1755-0998.12514	
ot_791	https://tree.opentreeoflife.org/curator/study/view/ot_791	Daniel T. Ksepka, 2009, ' Broken gears in the avian molecular clock: new phylogenetic analyses support stem galliform status for Gallinuloides wyomingensis and rallid affinities for Amitabha urbsinterdictensis ', Cladistics, vol. 25, no. 2, pp. 173-197	http://dx.doi.org/10.1111/j.1096-0031.2009.00250.x	
ot_150	https://tree.opentreeoflife.org/curator/study/view/ot_150	den Tex, Robert-Jan, Jennifer A. Leonard. 2013. A molecular phylogeny of Asian barbets: speciation and extinction in the tropics. Molecular Phylogenetics and Evolution 68 (1): 1-13.	http://dx.doi.org/10.1016/j.ympev.2013.03.004	
ot_151	https://tree.opentreeoflife.org/curator/study/view/ot_151	Armenta, Jessica K., Jason D. Weckstein, Daniel F. Lane. 2005. Geographic variation in mitochondrial DNA sequences of an Amazonian nonpasserine: The Black-spotted Barbet complex. The Condor 107 (3): 527-536.	http://dx.doi.org/10.1650/0010-5422(2005)107[0527:gvimds]2.0.co;2	
